KODE PROVINSI,KODE KAB_KOTA,PROVINSI,KAB_KOTA,PAGU
20,20 06 ,SULAWESI TENGGARA,KAB. BOMBANA,127461809000
20,20 07 ,SULAWESI TENGGARA,KAB. WAKATOBI,218646728000
20,20 08 ,SULAWESI TENGGARA,KAB. KOLAKA UTARA,106671867000
20,20 09 ,SULAWESI TENGGARA,KAB. KONAWE,246273012000
20,20 10 ,SULAWESI TENGGARA,KAB. KONAWE UTARA,72025081000
20,20 11 ,SULAWESI TENGGARA,KAB. BUTON UTARA,56311256000
20,20 12 ,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,95415607000
20,20 13 ,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,23077253000
20,20 51 ,SULAWESI TENGGARA,KOTA KENDARI,4114208792000
20,20 52 ,SULAWESI TENGGARA,KOTA BAU-BAU,220868789000
20,20 53 ,SULAWESI TENGGARA,KAB. MUNA BARAT,38440507000
20,20 54 ,SULAWESI TENGGARA,KAB. BUTON SELATAN,43351342000
20,20 55 ,SULAWESI TENGGARA,KAB. BUTON TENGAH,74659353000
21,21 00 ,MALUKU,MALUKU,8306653911000
21,21 01 ,MALUKU,KAB. MALUKU TENGAH,540016934000
21,21 02 ,MALUKU,KAB. MALUKU TENGGARA,573548982000
21,21 03 ,MALUKU,KAB. KEPULAUAN TANIMBAR,247051143000
21,21 04 ,MALUKU,KAB. PULAU BURU,187229635000
21,21 05 ,MALUKU,KAB. KEPULAUAN ARU,212176881000
21,21 06 ,MALUKU,KAB. SERAM BAGIAN BARAT,279945885000
21,21 07 ,MALUKU,KAB. SERAM BAGIAN TIMUR,241223364000
21,21 09 ,MALUKU,KAB. MALUKU BARAT DAYA,190853064000
21,21 10 ,MALUKU,KAB. BURU SELATAN,118529218000
21,21 51 ,MALUKU,KOTA AMBON,5615200176000
21,21 52 ,MALUKU,KOTA TUAL,100878629000
22,22 00 ,BALI,BALI,11542430868000
22,22 01 ,BALI,KAB. BULELENG,806489503000
22,22 02 ,BALI,KAB. JEMBRANA,331341241000
22,22 03 ,BALI,KAB. KLUNGKUNG,176813683000
22,22 04 ,BALI,KAB. GIANYAR,292495590000
22,22 05 ,BALI,KAB. KARANGASEM,268146352000
22,22 06 ,BALI,KAB. BANGLI,173232544000
22,22 07 ,BALI,KAB. BADUNG,636415393000
22,22 08 ,BALI,KAB. TABANAN,281235437000
22,22 51 ,BALI,KOTA DENPASAR,8576261125000
23,23 00 ,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,6947320947000
23,23 01 ,NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,307928611000
23,23 02 ,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,515201286000
23,23 03 ,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,510561480000
23,23 04 ,NUSA TENGGARA BARAT,KAB. B I M A,317331177000
23,23 05 ,NUSA TENGGARA BARAT,KAB. SUMBAWA,341533621000
23,23 06 ,NUSA TENGGARA BARAT,KAB. DOMPU,199191672000
23,23 07 ,NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,118704848000
23,23 08 ,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,107245159000
23,23 51 ,NUSA TENGGARA BARAT,KOTA MATARAM,4259410023000
23,23 52 ,NUSA TENGGARA BARAT,KOTA BIMA,270213070000
24,24 00 ,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,11564138920000
24,24 01 ,NUSA TENGGARA TIMUR,KAB. KUPANG,480436966000
24,24 02 ,NUSA TENGGARA TIMUR,KAB. B E L U,228337063000
24,24 03 ,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH UTARA,337401199000
24,24 04 ,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH SELATAN,183205338000
24,24 05 ,NUSA TENGGARA TIMUR,KAB. A L O R,202436288000
24,24 06 ,NUSA TENGGARA TIMUR,KAB. S I K K A,304048917000
24,24 07 ,NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,189206156000
24,24 08 ,NUSA TENGGARA TIMUR,KAB. E N D E,276459107000
24,24 09 ,NUSA TENGGARA TIMUR,KAB. NGADA,122389584000
24,24 10 ,NUSA TENGGARA TIMUR,KAB. MANGGARAI,290032105000
24,24 11 ,NUSA TENGGARA TIMUR,KAB. SUMBA TIMUR,277523546000
24,24 12 ,NUSA TENGGARA TIMUR,KAB. SUMBA BARAT,131758468000
24,24 13 ,NUSA TENGGARA TIMUR,KAB. LEMBATA,193734012000
24,24 14 ,NUSA TENGGARA TIMUR,KAB. ROTE NDAO,174958761000
24,24 15 ,NUSA TENGGARA TIMUR,KAB. MANGGARAI BARAT,328395020000
24,24 17 ,NUSA TENGGARA TIMUR,KAB. NAGEKEO,95720816000
24,24 18 ,NUSA TENGGARA TIMUR,KAB. SUMBA TENGAH,30046673000
24,24 19 ,NUSA TENGGARA TIMUR,KAB. SUMBA BARAT DAYA,156607901000
24,24 20 ,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,103677513000
24,24 21 ,NUSA TENGGARA TIMUR,KAB. SABU RAIJUA,104416113000
24,24 22 ,NUSA TENGGARA TIMUR,KAB. MALAKA,78928376000
24,24 51 ,NUSA TENGGARA TIMUR,KOTA KUPANG,7274418998000
25,25 00 ,PAPUA,PAPUA,10841701852000
25,25 01 ,PAPUA,KAB. JAYAPURA,485500169000
25,25 02 ,PAPUA,KAB. BIAK NUMFOR,974474024000
25,25 04 ,PAPUA,KAB. KEPULAUAN YAPEN,161005145000
25,25 07 ,PAPUA,KAB. MERAUKE,1179088534000
25,25 08 ,PAPUA,KAB. JAYAWIJAYA,433158275000
25,25 09 ,PAPUA,KAB. PANIAI,57279673000
25,25 10 ,PAPUA,KAB. NABIRE,94391459000
25,25 11 ,PAPUA,KAB. PUNCAK JAYA,215941766000
25,25 12 ,PAPUA,KAB. MIMIKA,341719944000
25,25 13 ,PAPUA,KAB. MAPPI,35088172000
25,25 14 ,PAPUA,KAB. ASMAT,42232726000
25,25 15 ,PAPUA,KAB. BOVEN DIGOEL,155452436000
25,25 16 ,PAPUA,KAB. SARMI,77764041000
25,25 17 ,PAPUA,KAB. KEEROM,144583858000
25,25 18 ,PAPUA,KAB. TOLIKARA,15254696000
25,25 19 ,PAPUA,KAB. PEGUNUNGAN BINTANG,93606103000
25,25 20 ,PAPUA,KAB. MAMBERAMO RAYA,52229904000
25,25 23 ,PAPUA,KAB. WAROPEN,66697498000
25,25 24 ,PAPUA,KAB. YAHUKIMO,75336860000
25,25 27 ,PAPUA,KAB. SUPIORI,55680507000
25,25 28 ,PAPUA,MAMBERAMO TENGAH,16674052000
25,25 29 ,PAPUA,KAB. LANNY JAYA,48409344000
25,25 30 ,PAPUA,DOGIYAI,21767402000
25,25 31 ,PAPUA,YALIMO,31657502000
25,25 32 ,PAPUA,NDUGA,34452695000
25,25 33 ,PAPUA,KAB. PUNCAK,44690540000
25,25 35 ,PAPUA,KAB. INTAN JAYA,22034935000
25,25 36 ,PAPUA,KAB. DEIYAI,19502941000
25,25 51 ,PAPUA,KOTA JAYAPURA,5846026651000
26,26 00 ,BENGKULU,BENGKULU,4518470238000
26,26 01 ,BENGKULU,KAB. BENGKULU UTARA,177700506000
26,26 02 ,BENGKULU,KAB. BENGKULU SELATAN,152255852000
26,26 03 ,BENGKULU,KAB. REJANG LEBONG,432186184000
26,26 04 ,BENGKULU,KAB. SELUMA,146495783000
26,26 05 ,BENGKULU,KAB. K A U R,123366282000
26,26 06 ,BENGKULU,KAB. MUKO-MUKO,153049055000
26,26 07 ,BENGKULU,KAB. LEBONG,92609708000
26,26 08 ,BENGKULU,KAB. KEPAHIANG,129519294000
26,26 09 ,BENGKULU,KAB. BENGKULU TENGAH,114342501000
26,26 51 ,BENGKULU,KOTA BENGKULU,2996945073000
28,28 00 ,MALUKU UTARA,MALUKU UTARA,4660169975000
28,28 01 ,MALUKU UTARA,KAB. MALUKU UTARA,4836946000
28,28 02 ,MALUKU UTARA,KAB. HALMAHERA TENGAH,102158575000
28,28 03 ,MALUKU UTARA,KAB. HALMAHERA UTARA,236622752000
28,28 04 ,MALUKU UTARA,KAB. HALMAHERA SELATAN,313525688000
28,28 05 ,MALUKU UTARA,KAB. KEPULAUAN SULA,235402557000
28,28 06 ,MALUKU UTARA,KAB. HALMAHERA TIMUR,140253920000
28,28 07 ,MALUKU UTARA,KAB. HALMAHERA BARAT,195281288000
28,28 08 ,MALUKU UTARA,KAB. PULAU MOROTAI,188225145000
28,28 09 ,MALUKU UTARA,KAB. PULAU TALIABU,58643093000
28,28 51 ,MALUKU UTARA,KOTA TERNATE,2705022887000
28,28 52 ,MALUKU UTARA,KOTA TIDORE,10903197000
28,28 53 ,MALUKU UTARA,KOTA TIDORE KEPULAUAN,469293927000
29,29 00 ,BANTEN,BANTEN,8494366463000
29,29 01 ,BANTEN,KAB. SERANG,829150925000
29,29 02 ,BANTEN,KAB. PANDEGLANG,660741274000
29,29 03 ,BANTEN,KAB. LEBAK,481176870000
29,29 04 ,BANTEN,KAB. TANGERANG,1200920831000
29,29 51 ,BANTEN,KOTA TANGERANG,1409376697000
29,29 52 ,BANTEN,KOTA CILEGON,339438029000
29,29 53 ,BANTEN,KOTA SERANG,2742979485000
29,29 54 ,BANTEN,KOTA TANGERANG  SELATAN,830582352000
30,30 00 ,KEPULAUAN BANGKA BELITUNG,BANGKA BELITUNG,395432550000
30,30 01 ,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG,245890798000
30,30 02 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA,274078775000
30,30 03 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA BARAT,122947720000
30,30 04 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA TENGAH,143217706000
30,30 05 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA SELATAN,104761415000
30,30 06 ,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG TIMUR,103048714000
30,30 51 ,KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,1856953417000
31,31 00 ,GORONTALO,GORONTALO,5027118670000
31,31 01 ,GORONTALO,KAB. GORONTALO,459528945000
31,31 02 ,GORONTALO,KAB. BOALEMO,145027103000
31,31 03 ,GORONTALO,KAB. PAHUWATO,136195858000
31,31 04 ,GORONTALO,KAB. BONE BOLANGO,194922669000
31,31 07 ,GORONTALO,KAB. GORONTALO UTARA,190284232000
31,31 51 ,GORONTALO,KOTA GORONTALO,3901159863000
32,32 00 ,KEPULAUAN RIAU,KEPULAUAN RIAU,8572641079000
32,32 01 ,KEPULAUAN RIAU,KAB. BINTAN,232229942000
32,32 02 ,KEPULAUAN RIAU,KAB. KARIMUN,225143805000
32,32 03 ,KEPULAUAN RIAU,KAB. NATUNA,255547829000
32,32 04 ,KEPULAUAN RIAU,KAB. LINGGA,149963058000
32,32 05 ,KEPULAUAN RIAU,KAB. ANAMBAS,160421900000
32,32 51 ,KEPULAUAN RIAU,KOTA BATAM,5236421900000
32,32 52 ,KEPULAUAN RIAU,KOTA TANJUNG PINANG,2312912645000
33,33 00 ,PAPUA BARAT,PAPUA BARAT,5723145330000
33,33 01 ,PAPUA BARAT,KAB. MANOKWARI,2463349917000
33,33 02 ,PAPUA BARAT,KAB. SORONG,260999849000
33,33 03 ,PAPUA BARAT,KAB. FAK FAK,547276308000
33,33 04 ,PAPUA BARAT,KAB. SORONG SELATAN,84937684000
33,33 05 ,PAPUA BARAT,KAB. RAJA AMPAT,115841013000
33,33 06 ,PAPUA BARAT,KAB. TELUK BINTUNI,335309435000
33,33 07 ,PAPUA BARAT,KAB. TELUK WONDAMA,96431217000
33,33 08 ,PAPUA BARAT,KAB. KAIMANA,194916133000
33,33 09 ,PAPUA BARAT,KAB. TAMBRAUW,58056733000
33,33 10 ,PAPUA BARAT,KAB. MAYBRAT,91325002000
33,33 11 ,PAPUA BARAT,KAB. PEGUNUNGAN ARFAK,41350968000
33,33 12 ,PAPUA BARAT,KAB. MANOKWARI SELATAN,121325707000
33,33 51 ,PAPUA BARAT,KOTA SORONG,1312025364000
34,34 00 ,SULAWESI BARAT,PROP. SULAWESI BARAT,1150174528000
34,34 01 ,SULAWESI BARAT,KAB. MAJENE,513388171000
34,34 02 ,SULAWESI BARAT,KAB. MAMUJU,905257631000
34,34 03 ,SULAWESI BARAT,KAB. PASANGKAYU,140238875000
34,34 04 ,SULAWESI BARAT,KAB. POLEWALI MANDAR,308469559000
34,34 05 ,SULAWESI BARAT,KAB. MAMASA,141582856000
34,34 06 ,SULAWESI BARAT,KAB. MAMUJU TENGAH,109432235000
34,34 51 ,SULAWESI BARAT,MAMUJU,1519115120000
35,35 00 ,KALIMANTAN UTARA,KALIMANTAN UTARA,3293591130000
35,35 01 ,KALIMANTAN UTARA,KAB. BULUNGAN,1545916656000
35,35 02 ,KALIMANTAN UTARA,KAB. NUNUKAN,375020758000
35,35 03 ,KALIMANTAN UTARA,KAB. MALINAU,182567079000
35,35 04 ,KALIMANTAN UTARA,KAB. TANA TIDUNG,30153285000
35,35 51 ,KALIMANTAN UTARA,KOTA TARAKAN,1159933352000
36,36 00 ,PAPUA SELATAN,PAPUA SELATAN,877061137000
36,36 01 ,PAPUA SELATAN,KAB. MERAUKE,543563731000
36,36 02 ,PAPUA SELATAN,KAB. BOVEN DIGOEL,147457299000
36,36 03 ,PAPUA SELATAN,KAB. MAPPI,89239712000
36,36 04 ,PAPUA SELATAN,KAB. ASMAT,96800395000
37,37 00 ,PAPUA TENGAH,PAPUA TENGAH,1335238381000
37,37 01 ,PAPUA TENGAH,KAB. MIMIKA,502217688000
37,37 02 ,PAPUA TENGAH,KAB. NABIRE,484966526000
37,37 03 ,PAPUA TENGAH,KAB. PANIAI,43929034000
37,37 04 ,PAPUA TENGAH,KAB. PUNCAK JAYA,58339446000
37,37 05 ,PAPUA TENGAH,KAB. PUNCAK,162967378000
37,37 06 ,PAPUA TENGAH,KAB. DOGIYAI,23284558000
37,37 07 ,PAPUA TENGAH,KAB. INTAN JAYA,28789359000
37,37 08 ,PAPUA TENGAH,KAB. DEIYAI,30744392000
38,38 00 ,PAPUA PEGUNUNGAN,PAPUA PEGUNUNGAN,1345415032000
38,38 01 ,PAPUA PEGUNUNGAN,KAB. JAYAWIJAYA,612255695000
38,38 02 ,PAPUA PEGUNUNGAN,KAB. YAHUKIMO,209196780000
38,38 03 ,PAPUA PEGUNUNGAN,KAB. TOLIKARA,94322341000
38,38 04 ,PAPUA PEGUNUNGAN,KAB. MAMBERAMO TENGAH,22696430000
38,38 05 ,PAPUA PEGUNUNGAN,KAB. YALIMO,98587459000
38,38 06 ,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,248418889000
38,38 07 ,PAPUA PEGUNUNGAN,KAB. LANNY JAYA,46497400000
38,38 08 ,PAPUA PEGUNUNGAN,KAB. NDUGA,13440038000
39,39 00 ,PAPUA BARAT DAYA,PAPUA BARAT DAYA,627771269000
39,39 02 ,PAPUA BARAT DAYA,KAB. SORONG,3828957000
39,39 03 ,PAPUA BARAT DAYA,KAB. SORONG SELATAN,20061676000
39,39 04 ,PAPUA BARAT DAYA,KAB. RAJA AMPAT,19265177000
39,39 05 ,PAPUA BARAT DAYA,KAB. TAMBRAUW,6689986000
39,39 06 ,PAPUA BARAT DAYA,KAB. MAYBRAT,3773180000
39,39 51 ,PAPUA BARAT DAYA,KOTA SORONG,574152293000
